listing,price_in_usd,vendor,origin,destination,drug detail,synthetic_c,type of product,description,num_feedback,average_ rating
gelato-dank-vapes
atf-dank-vapes-cartridges
banana-og-dank-vapes-cartridges
berry-blast-dank-vapes
birthday-cake-dank-vapes-cartridges
blue-dream-dank-vapes-cartridges
blueberry-kush-dank-vapes
bubble-gum-dank-vapes
candy-land-dank-vapes
chemdog-dank-vapes
cherry-kush-dank-vapes-cartridges
diablo-dank-vapes
diamond-og-dank-vapes
dole-whip-dank-vapes
durban-poison-dank-vapes
fruity-pebbles-dank-vapes
gdp-dank-vapes
gorilla-glue-dank-vapes
grape-ape-dank-vapes
grape-stomper
green-crack-dank-vapes
gsc-dank-vapes
hardcore-og-dank-vapes
honey-dew-dank-vapes
jack-herer
jet-fuel-og
key-lime-pie
king-louie
la-confidential
lemon-berry
lemon-skunk
lemon-slushie
lsd
mai-tai
mango-kush
mars
mars-og
mimosa
mojito
northern-lights
og-kush
orange-chai
orange-cookies
orange-dalquiri
pineapple-express
pot-of-gold
purple-punch
rose-gold
sour-apple
straw-nana
strawberry-cough
strawberry-shortcake
sunset-sherbet-dank-vapes-cartridges
tangie-dank-vapes-cartridges
wedding-cake-dank-vapes-cartridges

We are always interested to hear from anyone who wishes to place large orders from us.


VIEW OUR OTHER DEALS!

Contact e-mail for customer support: jetlove@protonmail.com",0,0

Buy 20 Pineapple Express Vape/CARTRIDGES,400,jetlove ,US,worldwide,synthetic cannabis,yes,cartridge,"CONTACT US BEFORE PLACING YOUR ORDER.
Text: +17205077338
Wickr Me: jason30594
Support E-mail: jetlove@protonmail.com

WE SHIP TO ALL STATES IN THE USA, CANADA AND WORLDWIDE.
FOR YOUR 10 FULL DANK VAPES CARTRIDGES WHICH IS OUR MINIMUM ORDER, PLEASE SPECIFY THE FLAVORS AND QUANTITY FOR EACH IN OUR CONTACT SUPPORT E-MAIL ID.

-Get your dank flavors delivered right to your door step. Free shipping on all orders.
-@jetlove, customer security and product quality are our main concern. We do not store any financial data on our servers and all payments occur through safe, secure, and encrypted channels.


For your first order with us; GET 5 ""fREE""fULL GRAM CARTRIDGES FOR ANY ORDER YOU PLACE:

ORDER NOW - $20/Cart

ace-of-spades-full-gram-dank-vapes
ak-47-dank-vapes-cartridges
ancient-og-dank-vapes
apple-jacks-dank-vapes-cartridges
gelato-dank-vapes
atf-dank-vapes-cartridges
banana-og-dank-vapes-cartridges
berry-blast-dank-vapes
birthday-cake-dank-vapes-cartridges
blue-dream-dank-vapes-cartridges
blueberry-kush-dank-vapes
bubble-gum-dank-vapes
candy-land-dank-vapes
chemdog-dank-vapes
cherry-kush-dank-vapes-cartridges
diablo-dank-vapes
diamond-og-dank-vapes
dole-whip-dank-vapes
durban-poison-dank-vapes
fruity-pebbles-dank-vapes
gdp-dank-vapes
gorilla-glue-dank-vapes
grape-ape-dank-vapes
grape-stomper
green-crack-dank-vapes
gsc-dank-vapes
hardcore-og-dank-vapes
honey-dew-dank-vapes
jack-herer
jet-fuel-og
key-lime-pie
king-louie
la-confidential
lemon-berry
lemon-skunk
lemon-slushie
lsd
mai-tai
mango-kush
mars
mars-og
mimosa
mojito
northern-lights
og-kush
orange-chai
orange-cookies
orange-dalquiri
pineapple-express
pot-of-gold
purple-punch
rose-gold
sour-apple
straw-nana
strawberry-cough
strawberry-shortcake
sunset-sherbet-dank-vapes-cartridges
tangie-dank-vapes-cartridges
wedding-cake-dank-vapes-cartridges

We are always interested to hear from anyone who wishes to place large orders from us.


VIEW OUR OTHER DEALS!

Contact e-mail for customer support: jetlove@protonmail.com",0,0

Buy 20 Pineapple Express Vape/CARTRIDGES,400,jetlove ,US,worldwide,synthetic cannabis,yes,cartridge,"CONTACT US BEFORE PLACING YOUR ORDER.
Text: +17205077338
Wickr Me: jason30594
Support E-mail: jetlove@protonmail.com

WE SHIP TO ALL STATES IN THE USA, CANADA AND WORLDWIDE.
FOR YOUR 10 FULL DANK VAPES CARTRIDGES WHICH IS OUR MINIMUM ORDER, PLEASE SPECIFY THE FLAVORS AND QUANTITY FOR EACH IN OUR CONTACT SUPPORT E-MAIL ID.

-Get your dank flavors delivered right to your door step. Free shipping on all orders.
-@jetlove, customer security and product quality are our main concern. We do not store any financial data on our servers and all payments occur through safe, secure, and encrypted channels.


For your first order with us; GET 5 ""fREE""fULL GRAM CARTRIDGES FOR ANY ORDER YOU PLACE:

ORDER NOW - $20/Cart

ace-of-spades-full-gram-dank-vapes
ak-47-dank-vapes-cartridges
ancient-og-dank-vapes
apple-jacks-dank-vapes-cartridges
gelato-dank-vapes
atf-dank-vapes-cartridges
banana-og-dank-vapes-cartridges
berry-blast-dank-vapes
birthday-cake-dank-vapes-cartridges
blue-dream-dank-vapes-cartridges
blueberry-kush-dank-vapes
bubble-gum-dank-vapes
candy-land-dank-vapes
chemdog-dank-vapes
cherry-kush-dank-vapes-cartridges
diablo-dank-vapes
diamond-og-dank-vapes
dole-whip-dank-vapes
durban-poison-dank-vapes
fruity-pebbles-dank-vapes
gdp-dank-vapes
gorilla-glue-dank-vapes
grape-ape-dank-vapes
grape-stomper
green-crack-dank-vapes
gsc-dank-vapes
hardcore-og-dank-vapes
honey-dew-dank-vapes
jack-herer
jet-fuel-og
key-lime-pie
king-louie
la-confidential
lemon-berry
lemon-skunk
lemon-slushie
lsd
mai-tai
mango-kush
mars
mars-og
mimosa
mojito
northern-lights
og-kush
orange-chai
orange-cookies
orange-dalquiri
pineapple-express
pot-of-gold
purple-punch
rose-gold
sour-apple
straw-nana
strawberry-cough
strawberry-shortcake
sunset-sherbet-dank-vapes-cartridges
tangie-dank-vapes-cartridges
wedding-cake-dank-vapes-cartridges

We are always interested to hear from anyone who wishes to place large orders from us.


VIEW OUR OTHER DEALS!

Contact e-mail for customer support: jetlove@protonmail.com",0,0

Buy 20 Pineapple Express Vape/CARTRIDGES,400,jetlove ,US,worldwide,synthetic cannabis,yes,cartridge,"CONTACT US BEFORE PLACING YOUR ORDER.
Text: +17205077338
Wickr Me: jason30594
Support E-mail: jetlove@protonmail.com

WE SHIP TO ALL STATES IN THE USA, CANADA AND WORLDWIDE.
FOR YOUR 10 FULL DANK VAPES CARTRIDGES WHICH IS OUR MINIMUM ORDER, PLEASE SPECIFY THE FLAVORS AND QUANTITY FOR EACH IN OUR CONTACT SUPPORT E-MAIL ID.

-Get your dank flavors delivered right to your door step. Free shipping on all orders.
-@jetlove, customer security and product quality are our main concern. We do not store any financial data on our servers and all payments occur through safe, secure, and encrypted channels.


For your first order with us; GET 5 ""fREE""fULL GRAM CARTRIDGES FOR ANY ORDER YOU PLACE:

ORDER NOW - $20/Cart

ace-of-spades-full-gram-dank-vapes
ak-47-dank-vapes-cartridges
ancient-og-dank-vapes
apple-jacks-dank-vapes-cartridges
gelato-dank-vapes
atf-dank-vapes-cartridges
banana-og-dank-vapes-cartridges
berry-blast-dank-vapes
birthday-cake-dank-vapes-cartridges
blue-dream-dank-vapes-cartridges
blueberry-kush-dank-vapes
bubble-gum-dank-vapes
candy-land-dank-vapes
chemdog-dank-vapes
cherry-kush-dank-vapes-cartridges
diablo-dank-vapes
diamond-og-dank-vapes
dole-whip-dank-vapes
durban-poison-dank-vapes
fruity-pebbles-dank-vapes
gdp-dank-vapes
gorilla-glue-dank-vapes
grape-ape-dank-vapes
grape-stomper
green-crack-dank-vapes
gsc-dank-vapes
hardcore-og-dank-vapes
honey-dew-dank-vapes
jack-herer
jet-fuel-og
key-lime-pie
king-louie
la-confidential
lemon-berry
lemon-skunk
lemon-slushie
lsd
mai-tai
mango-kush
mars
mars-og
mimosa
mojito
northern-lights
og-kush
orange-chai
orange-cookies
orange-dalquiri
pineapple-express
pot-of-gold
purple-punch
rose-gold
sour-apple
straw-nana
strawberry-cough
strawberry-shortcake
sunset-sherbet-dank-vapes-cartridges
tangie-dank-vapes-cartridges
wedding-cake-dank-vapes-cartridges

We are always interested to hear from anyone who wishes to place large orders from us.


VIEW OUR OTHER DEALS!

Contact e-mail for customer support: jetlove@protonmail.com",0,0

Buy 20 Pineapple Express Vape/CARTRIDGES,400,jetlove ,US,worldwide,synthetic cannabis,yes,cartridge,"CONTACT US BEFORE PLACING YOUR ORDER.
Text: +17205077338
Wickr Me: jason30594
Support E-mail: jetlove@protonmail.com

WE SHIP TO ALL STATES IN THE USA, CANADA AND WORLDWIDE.
FOR YOUR 10 FULL DANK VAPES CARTRIDGES WHICH IS OUR MINIMUM ORDER, PLEASE SPECIFY THE FLAVORS AND QUANTITY FOR EACH IN OUR CONTACT SUPPORT E-MAIL ID.

-Get your dank flavors delivered right to your door step. Free shipping on all orders.
-@jetlove, customer security and product quality are our main concern. We do not store any financial data on our servers and all payments occur through safe, secure, and encrypted channels.


For your first order with us; GET 5 ""fREE""fULL GRAM CARTRIDGES FOR ANY ORDER YOU PLACE:

ORDER NOW - $20/Cart

ace-of-spades-full-gram-dank-vapes
ak-47-dank-vapes-cartridges
ancient-og-dank-vapes
apple-jacks-dank-vapes-cartridges
gelato-dank-vapes
atf-dank-vapes-cartridges
banana-og-dank-vapes-cartridges
berry-blast-dank-vapes
birthday-cake-dank-vapes-cartridges
blue-dream-dank-vapes-cartridges
blueberry-kush-dank-vapes
bubble-gum-dank-vapes
candy-land-dank-vapes
chemdog-dank-vapes
cherry-kush-dank-vapes-cartridges
diablo-dank-vapes
diamond-og-dank-vapes
dole-whip-dank-vapes
durban-poison-dank-vapes
fruity-pebbles-dank-vapes
gdp-dank-vapes
gorilla-glue-dank-vapes
grape-ape-dank-vapes
grape-stomper
green-crack-dank-vapes
gsc-dank-vapes
hardcore-og-dank-vapes
honey-dew-dank-vapes
jack-herer
jet-fuel-og
key-lime-pie
king-louie
la-confidential
lemon-berry
lemon-skunk
lemon-slushie
lsd
mai-tai
mango-kush
mars
mars-og
mimosa
mojito
northern-lights
og-kush
orange-chai
orange-cookies
orange-dalquiri
pineapple-express
pot-of-gold
purple-punch
rose-gold
sour-apple
straw-nana
strawberry-cough
strawberry-shortcake
sunset-sherbet-dank-vapes-cartridges
tangie-dank-vapes-cartridges
wedding-cake-dank-vapes-cartridges

We are always interested to hear from anyone who wishes to place large orders from us.


VIEW OUR OTHER DEALS!

Contact e-mail for customer support: jetlove@protonmail.com",0,0

20 Exotic Dank Vapes,400,riels77 ,US,worldwide,cannabis,,cartridge,"Our premium exotic carts the cartridges are extracted utilizing Co2 refining procedure to guarantee quality and best vaping background. We sell in small and large quantities. We accept orders in assortments/mixed pack

$20/cart/1gram for all orders less than 40 packs
$15/cart/1gram for all orders above 40 packs


PLEASE DOWNLOAD WICKR APP AND CONTACT US BEFORE OR AFTER PLACING YOUR ORDER.
WICKR ID..RIELS77

The following are a couple of exotic cart flavors you can pick from on our prefilled thc vape cartridges...
INDICA

Yoda OG cartridge : 91.74% THC,
Wedding Cake cartridge : 93.75% THC, I
Tropical cartridge : 93.14% THC,
Mars OG cartridge : 92.31% THC,
Kosher Kush cartridge : 91.21% THC,
Forbidden Fruit cartridge : 94.55% THC
Do Si Do cartridge : 91.22% THC,

SATIVA

Apple Fritter : 91.48% THC,
Durban Poison : 90.55% THC,
Pineapple Express : 93.57% THC,
Strawnana : 96.12% THC,

HYBRID

Gelato : 92.23% THC,
Gorilla Glue : 89.34% THC,
Girl Scout Cookies : 92.65% THC,
Grape Pie : 87.67%

PLEASE DOWNLOAD WICKR APP AND CONTACT US BEFORE OR AFTER PLACING YOUR ORDER.
WICKR ID..RIELS77
",0,0

20 Exotic Dank Vapes,400,riels77 ,US,worldwide,cannabis,,cartridge,"Our premium exotic carts the cartridges are extracted utilizing Co2 refining procedure to guarantee quality and best vaping background. We sell in small and large quantities. We accept orders in assortments/mixed pack

$20/cart/1gram for all orders less than 40 packs
$15/cart/1gram for all orders above 40 packs


PLEASE DOWNLOAD WICKR APP AND CONTACT US BEFORE OR AFTER PLACING YOUR ORDER.
WICKR ID..RIELS77

The following are a couple of exotic cart flavors you can pick from on our prefilled thc vape cartridges...
INDICA

Yoda OG cartridge : 91.74% THC,
Wedding Cake cartridge : 93.75% THC, I
Tropical cartridge : 93.14% THC,
Mars OG cartridge : 92.31% THC,
Kosher Kush cartridge : 91.21% THC,
Forbidden Fruit cartridge : 94.55% THC
Do Si Do cartridge : 91.22% THC,

SATIVA

Apple Fritter : 91.48% THC,
Durban Poison : 90.55% THC,
Pineapple Express : 93.57% THC,
Strawnana : 96.12% THC,

HYBRID

Gelato : 92.23% THC,
Gorilla Glue : 89.34% THC,
Girl Scout Cookies : 92.65% THC,
Grape Pie : 87.67%

PLEASE DOWNLOAD WICKR APP AND CONTACT US BEFORE OR AFTER PLACING YOUR ORDER.
WICKR ID..RIELS77
",0,0

20 Exotic Dank Vapes,400,riels77 ,Australia,worldwide,cannabis,,cartridge,"Our premium exotic carts the cartridges are extracted utilizing Co2 refining procedure to guarantee quality and best vaping background. We sell in small and large quantities. We accept orders in assortments/mixed pack

$20/cart/1gram for all orders less than 40 packs
$15/cart/1gram for all orders above 40 packs


PLEASE DOWNLOAD WICKR APP AND CONTACT US BEFORE OR AFTER PLACING YOUR ORDER.
WICKR ID..RIELS77

The following are a couple of exotic cart flavors you can pick from on our prefilled thc vape cartridges...
INDICA

Yoda OG cartridge : 91.74% THC,
Wedding Cake cartridge : 93.75% THC, I
Tropical cartridge : 93.14% THC,
Mars OG cartridge : 92.31% THC,
Kosher Kush cartridge : 91.21% THC,
Forbidden Fruit cartridge : 94.55% THC
Do Si Do cartridge : 91.22% THC,

SATIVA

Apple Fritter : 91.48% THC,
Durban Poison : 90.55% THC,
Pineapple Express : 93.57% THC,
Strawnana : 96.12% THC,

HYBRID

Gelato : 92.23% THC,
Gorilla Glue : 89.34% THC,
Girl Scout Cookies : 92.65% THC,
Grape Pie : 87.67%

PLEASE DOWNLOAD WICKR APP AND CONTACT US BEFORE OR AFTER PLACING YOUR ORDER.
WICKR ID..RIELS77
",0,0

20 Exotic Dank Vapes,400,riels77 ,Australia,worldwide,cannabis,,cartridge,"Our premium exotic carts the cartridges are extracted utilizing Co2 refining procedure to guarantee quality and best vaping background. We sell in small and large quantities. We accept orders in assortments/mixed pack

$20/cart/1gram for all orders less than 40 packs
$15/cart/1gram for all orders above 40 packs


PLEASE DOWNLOAD WICKR APP AND CONTACT US BEFORE OR AFTER PLACING YOUR ORDER.
WICKR ID..RIELS77

The following are a couple of exotic cart flavors you can pick from on our prefilled thc vape cartridges...
INDICA

Yoda OG cartridge : 91.74% THC,
Wedding Cake cartridge : 93.75% THC, I
Tropical cartridge : 93.14% THC,
Mars OG cartridge : 92.31% THC,
Kosher Kush cartridge : 91.21% THC,
Forbidden Fruit cartridge : 94.55% THC
Do Si Do cartridge : 91.22% THC,

SATIVA

Apple Fritter : 91.48% THC,
Durban Poison : 90.55% THC,
Pineapple Express : 93.57% THC,
Strawnana : 96.12% THC,

HYBRID

Gelato : 92.23% THC,
Gorilla Glue : 89.34% THC,
Girl Scout Cookies : 92.65% THC,
Grape Pie : 87.67%

PLEASE DOWNLOAD WICKR APP AND CONTACT US BEFORE OR AFTER PLACING YOUR ORDER.
WICKR ID..RIELS77",0,0

PROMOTION !!!! 50 gold vape catridges/brazz knucle,400,Onlinemeds1 ,US,worldwide,cannabis,,cartridge,"GOLD CATRIDGES

Welcome Value client(s), Please do proceed with your order for your interested product and message us as soon you put in your order. We will get back to you shortly, Cheers. Contact// Wickr name.......onlinemeds77 and get Good flavors Dank vapes carts full grams available
100 Vapes top amazing powerful flavors, testing up to 96 percent THC. it can satisfy even most veterans.
got INDICA. SATIVA. HYBRID.TOP FLAVORS AVAILABLE

NB: FOR LESSER QUANTITY CONTACT US VIA WICKR

For fast ans easy communication download the Wickr app and message us, below is our Wickr name.

wickr:onlinemeds77",0,0

32 Grams X Dank Vape Pens,400,DONMAN50000 ,US,worldwide,cannabis,,vape pen,"We Bring to you calis finnest . HIGH THC Dank Vape Carts .


Wickr Username: frankmartins420

KIK Username: benjamincoleman725



indica,sativa,og kush, grand daddy purple, sour diesel, jack herrer, pinneaple express,afghan kush,bubba kush, bluedream, ak 47, white widow,girl scout cookies,moonrocks , kriptonite, purple haze, guerrila glue, la confidential, amnesia haze , Cherry Tangie OG , Northen Lights,Orange Kush,Hindu Kush,Blue Dream,King Louie, indu Kush ,arth OGand , vape pens, catridges , smoke , fire
",1,1

Dankvapes 1g Carts (25 carts),440,dabstar ,US,worldwide,cannabis,,cartridge,"We distribute varieties of top quality carts with always the best ingredients for the strongest high. Work with us and you?ll come back. All carts have the smallest bubbles. Our carts have no coconut oil, no mct just terp n distillate.

Wickr.........dabstar33
Email....Fastlydone77@gmail.com",0,0

50G Critical Kush / Hybrid Indica / Indoor / THC 2,443.91,wochris ,spain,worldwide,synthetic cannabis,yes,other,"Critical Kush from Barney?s Farm is a mostly indica strain that blends together two famed cannabis staples,
Critical Mass and OG Kush.
Aromatic notes of earthiness and spice usher in a calming sensation that relaxes the mind and body.
Critical Kush pairs a staggeringly high THC content with a moderate dose of CBD,
making this strain a perfect nighttime medication for pain, stress, insomnia, and muscle spasms.

Type of High

The taste and aroma might be run of the mill, but the powerful stone is far from ordinary.
Whether smoked or vaped, Critical Kush takes a few minutes to take effect,
then she'll quickly hug your body and your mind in a heavy, thick envelope of pure relaxation.
You'll forget about all your problems, let go of any anxiety you've been holding onto, and your muscles will relax and go limp

Genetics

Critical Mass and OG Kush


Indica / Sativa Ratio

Indica Dominant Hybrid (90% Indica / 10% Sativa)",0,0

50 GRAMS OF BLUEBERRY BLAST SHATTER,445,supremacy ,US,worldwide,cannabis,,concentrate,"Contact at WICKR...ALBERTMASS880
Blueberry Blast Shatter is a the result of the famous Blueberry?Haze genetics of Blue Dream being pollinated by a Johnny Blaze male. These flowers smell strongly of blueberry, musk, and sweet candy, and taste like cedar and berries when smoked or vaped.
Delivery is fast, packaging is stealth and delivery is guaranteed. You can order overnight delivery.
",0,0

Jack Herer Vape Cartridge 500mg (30 carts),450,dabstar ,US,worldwide,cannabis,,cartridge,"We distribute varieties of top quality carts with always the best ingredients for the strongest high. Work with us and you?ll come back. All carts have the smallest bubbles. Our carts have no coconut oil, no mct just terp n distillate.
Wickr.........dabstar33
Email....Fastlydone77@gmail.com",0,0

32 Grams X Dank Vape Pens,450,DONMAN50000 ,US,worldwide,cannabis,,vape pen,"We Bring to you calis finnest . HIGH THC Dank Vape Carts .


Wickr Username: frankmartins420

KIK Username: benjamincoleman725



indica,sativa,og kush, grand daddy purple, sour diesel, jack herrer, pinneaple express,afghan kush,bubba kush, bluedream, ak 47, white widow,girl scout cookies,moonrocks , kriptonite, purple haze, guerrila glue, la confidential, amnesia haze , Cherry Tangie OG , Northen Lights,Orange Kush,Hindu Kush,Blue Dream,King Louie, indu Kush ,arth OGand , vape pens, catridges , smoke , fire
",0,0

32 Grams X Dank Vape Pens,450,DONMAN50000 ,US,worldwide,cannabis,,vape pen,"We Bring to you calis finnest . HIGH THC Dank Vape Carts .


Wickr Username: frankmartins420

KIK Username: benjamincoleman725



indica,sativa,og kush, grand daddy purple, sour diesel, jack herrer, pinneaple express,afghan kush,bubba kush, bluedream, ak 47, white widow,girl scout cookies,moonrocks , kriptonite, purple haze, guerrila glue, la confidential, amnesia haze , Cherry Tangie OG , Northen Lights,Orange Kush,Hindu Kush,Blue Dream,King Louie, indu Kush ,arth OGand , vape pens, catridges , smoke , fire
",0,0

32 Grams X Dank Vape Pens,450,DONMAN50000 ,US,worldwide,cannabis,,vape pen,"We Bring to you calis finnest . HIGH THC Dank Vape Carts .


Wickr Username: frankmartins420

KIK Username: benjamincoleman725



indica,sativa,og kush, grand daddy purple, sour diesel, jack herrer, pinneaple express,afghan kush,bubba kush, bluedream, ak 47, white widow,girl scout cookies,moonrocks , kriptonite, purple haze, guerrila glue, la confidential, amnesia haze , Cherry Tangie OG , Northen Lights,Orange Kush,Hindu Kush,Blue Dream,King Louie, indu Kush ,arth OGand , vape pens, catridges , smoke , fire
",0,0

25 Exotic cartridges /Dank Vapes 510,450,Magicmover ,US,worldwide,cannabis,,cartridge,"Our premium exotic carts thc cartridges are extracted utilizing Co2 refining procedure to guarantee quality and best vaping background. We sell in small and large quantities. We accept orders in assortments/mixed pack

$20/cart/1gram for all orders less than 40 packs
$15/cart/1gram for all orders above 40 packs

CONTACT US BEFORE PLACING YOUR ORDER.

Wickr ID..........Magicmover1
Support E-mail: jetlove@protonmail.com
The following are a couple of exotic cart flavors you can pick from on our prefilled thc vape cartridges...
INDICA

Yoda OG cartridge : 91.74% THC,
Wedding Cake cartridge : 93.75% THC, I
Tropical cartridge : 93.14% THC,
Mars OG cartridge : 92.31% THC,
Kosher Kush cartridge : 91.21% THC,
Forbidden Fruit cartridge : 94.55% THC
Do Si Do cartridge : 91.22% THC,

SATIVA

Apple Fritter : 91.48% THC,
Durban Poison : 90.55% THC,
Pineapple Express : 93.57% THC,
Strawnana : 96.12% THC,

HYBRID

Gelato : 92.23% THC,
Gorilla Glue : 89.34% THC,
Girl Scout Cookies : 92.65% THC,
Grape Pie : 87.67%


VIEW OUR OTHER DEALS!",0,0

32 Grams X Dank Vape Pens,450,DONMAN50000 ,US,worldwide,cannabis,,vape pen,"We Bring to you calis finnest . HIGH THC Dank Vape Carts .


Wickr Username: frankmartins420

KIK Username: benjamincoleman725



indica,sativa,og kush, grand daddy purple, sour diesel, jack herrer, pinneaple express,afghan kush,bubba kush, bluedream, ak 47, white widow,girl scout cookies,moonrocks , kriptonite, purple haze, guerrila glue, la confidential, amnesia haze , Cherry Tangie OG , Northen Lights,Orange Kush,Hindu Kush,Blue Dream,King Louie, indu Kush ,arth OGand , vape pens, catridges , smoke , fire",0,0

32 Grams X Dank Vape Pens,450,DONMAN50000 ,US,worldwide,cannabis,,vape pen,"We Bring to you calis finnest . HIGH THC Dank Vape Carts .


Wickr Username: frankmartins420

KIK Username: benjamincoleman725



indica,sativa,og kush, grand daddy purple, sour diesel, jack herrer, pinneaple express,afghan kush,bubba kush, bluedream, ak 47, white widow,girl scout cookies,moonrocks , kriptonite, purple haze, guerrila glue, la confidential, amnesia haze , Cherry Tangie OG , Northen Lights,Orange Kush,Hindu Kush,Blue Dream,King Louie, indu Kush ,arth OGand , vape pens, catridges , smoke , fire",0,0

32 Grams X Dank Vape Pens,450,DONMAN50000 ,US,worldwide,cannabis,,vape pen,"We Bring to you calis finnest . HIGH THC Dank Vape Carts .


Wickr Username: frankmartins420

KIK Username: benjamincoleman725



indica,sativa,og kush, grand daddy purple, sour diesel, jack herrer, pinneaple express,afghan kush,bubba kush, bluedream, ak 47, white widow,girl scout cookies,moonrocks , kriptonite, purple haze, guerrila glue, la confidential, amnesia haze , Cherry Tangie OG , Northen Lights,Orange Kush,Hindu Kush,Blue Dream,King Louie, indu Kush ,arth OGand , vape pens, catridges , smoke , fire",0,0

32 Grams X Dank Vape Pens,450,DONMAN50000 ,US,worldwide,cannabis,,vape pen,"We Bring to you calis finnest . HIGH THC Dank Vape Carts .


Wickr Username: frankmartins420

KIK Username: benjamincoleman725



indica,sativa,og kush, grand daddy purple, sour diesel, jack herrer, pinneaple express,afghan kush,bubba kush, bluedream, ak 47, white widow,girl scout cookies,moonrocks , kriptonite, purple haze, guerrila glue, la confidential, amnesia haze , Cherry Tangie OG , Northen Lights,Orange Kush,Hindu Kush,Blue Dream,King Louie, indu Kush ,arth OGand , vape pens, catridges , smoke , fire",0,0

32 Grams X Dank Vape Pens,450,DONMAN50000 ,US,worldwide,cannabis,,vape pen,"We Bring to you calis finnest . HIGH THC Dank Vape Carts .


Wickr Username: frankmartins420

KIK Username: benjamincoleman725



indica,sativa,og kush, grand daddy purple, sour diesel, jack herrer, pinneaple express,afghan kush,bubba kush, bluedream, ak 47, white widow,girl scout cookies,moonrocks , kriptonite, purple haze, guerrila glue, la confidential, amnesia haze , Cherry Tangie OG , Northen Lights,Orange Kush,Hindu Kush,Blue Dream,King Louie, indu Kush ,arth OGand , vape pens, catridges , smoke , fire",0,0

32 Grams X Dank Vape Pens,450,DONMAN50000 ,US,worldwide,cannabis,,vape pen,"We Bring to you calis finnest . HIGH THC Dank Vape Carts .


Wickr Username: frankmartins420

KIK Username: benjamincoleman725



indica,sativa,og kush, grand daddy purple, sour diesel, jack herrer, pinneaple express,afghan kush,bubba kush, bluedream, ak 47, white widow,girl scout cookies,moonrocks , kriptonite, purple haze, guerrila glue, la confidential, amnesia haze , Cherry Tangie OG , Northen Lights,Orange Kush,Hindu Kush,Blue Dream,King Louie, indu Kush ,arth OGand , vape pens, catridges , smoke , fire",0,0

32 Grams X Dank Vape Pens,450,DONMAN50000 ,US,worldwide,cannabis,,vape pen,"We Bring to you calis finnest . HIGH THC Dank Vape Carts .


Wickr Username: frankmartins420

KIK Username: benjamincoleman725



indica,sativa,og kush, grand daddy purple, sour diesel, jack herrer, pinneaple express,afghan kush,bubba kush, bluedream, ak 47, white widow,girl scout cookies,moonrocks , kriptonite, purple haze, guerrila glue, la confidential, amnesia haze , Cherry Tangie OG , Northen Lights,Orange Kush,Hindu Kush,Blue Dream,King Louie, indu Kush ,arth OGand , vape pens, catridges , smoke , fire",0,0

32 Grams X Dank Vape Pens,450,DONMAN50000 ,US,worldwide,cannabis,,vape pen,"We Bring to you calis finnest . HIGH THC Dank Vape Carts .


Wickr Username: frankmartins420

KIK Username: benjamincoleman725



indica,sativa,og kush, grand daddy purple, sour diesel, jack herrer, pinneaple express,afghan kush,bubba kush, bluedream, ak 47, white widow,girl scout cookies,moonrocks , kriptonite, purple haze, guerrila glue, la confidential, amnesia haze , Cherry Tangie OG , Northen Lights,Orange Kush,Hindu Kush,Blue Dream,King Louie, indu Kush ,arth OGand , vape pens, catridges , smoke , fire",0,0

Vape Cartridges,450,Magicmover ,US,worldwide,cannabis,,cartridge,"Dank vapes carts full grams available
top amazing powerful flavors, testing up to 96 percent THC. it can satisfy even most veterans.
got INDICA. SATIVA. HYBRID.TOP FLAVORS AVAILABLE

Wickr ID.....Magicmover1",0,0

32 Grams X Dank Vape Pens,450,DONMAN50000 ,US,worldwide,cannabis,,vape pen,"We Bring to you calis finnest . HIGH THC Dank Vape Carts .


Wickr Username: frankmartins420

KIK Username: benjamincoleman725



indica,sativa,og kush, grand daddy purple, sour diesel, jack herrer, pinneaple express,afghan kush,bubba kush, bluedream, ak 47, white widow,girl scout cookies,moonrocks , kriptonite, purple haze, guerrila glue, la confidential, amnesia haze , Cherry Tangie OG , Northen Lights,Orange Kush,Hindu Kush,Blue Dream,King Louie, indu Kush ,arth OGand , vape pens, catridges , smoke , fire",1,0.6

30 QUALITY DANK CARTS AVAILABLE,450,markkush ,US,worldwide,cannabis,,cartridge,"Dankvapes

Dank-Vapes oils is a 100% solvent-free cannabis concentrate, unmatched in its potency, purity, and flavor. Dank-Vapes is a translucent oil, anywhere from 75%-98% THC, and is activated by our specially-developed process to make it effective in oral and trans-dermal applications. Available in Syringe form, and with all-natural flavor and 100% Cannabis derived terpenes, Dank-Vape is setting the standard in medicinal. All Dank-Vapes ingredients are sourced from specific . THC of medical grade cannabis and is tested at OPPM for any contaminants and residual solvents.

ANYWHERE & EVERYWHERE

